date_de_tirage;jour_de_la_semaine_de_tirage;jour_de_tirage;mois_de_tirage;annee_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus
2025-01-18;Samedi;18;1;2025;11;1;4;33;44;7;1-4-11-33-44+7;0;9000000.0;0;224743.3;122;2291.7;762;259.6;4074;29.0;25182;16.8;54668;6.0;342726;3.8;671090;2.2;10;20000.0;K 9765 8389, I 0252 6275, W 7222 0791, T 6640 1319, B 8468 2341, R 8445 8043, D 0214 5318, G 4898 2959, C 0802 5747, C 3615 7641;17;26;33;36;46;17-26-33-36-46;1;181034.0;263;808.3;12742;42.9;188675;3.0;4638925
2025-01-15;Mercredi;15;1;2025;1;22;40;27;28;2;1-22-27-28-40+2;0;8000000.0;2;97020.6;30;1578.6;300;569.4;1494;68.3;16357;22.4;23032;12.4;249153;4.5;312563;2.2;10;20000.0;D 4173 5242, M 3002 1012, G 9629 2273, D 1310 0794, A 9870 6802, J 1091 9198, L 7852 4531, P 3664 4046, A 4613 4551, O 8345 3565;4;10;25;28;35;4-10-25-28-35;0;130035.0;306;405.9;12503;25.5;169451;3.0;7216429
2025-01-13;Lundi;13;1;2025;31;3;24;41;7;2;3-7-24-31-41+2;0;7000000.0;2;81489.6;33;1205.4;391;366.9;1519;56.4;17214;17.9;21233;11.3;231678;4.1;265677;2.2;10;20000.0;P 9380 9540, K 3333 8568, V 6161 0890, D 8308 7648, L 8765 4760, I 0234 3464, M 5127 5183, S 7941 2391, P 4122 4007, P 6527 0169;6;21;37;47;49;6-21-37-47-49;1;112476.0;168;764.0;7995;41.2;121655;3.0;3510313
2025-01-11;Samedi;11;1;2025;42;20;6;29;41;9;6-20-29-41-42+9;0;6000000.0;0;251210.6;48;6510.9;367;602.5;2069;63.8;18850;25.2;33903;10.9;303596;4.8;508158;2.2;10;20000.0;A 2592 8267, T 9623 0111, R 0039 3591, S 5728 0142, U 3558 9154, H 9896 3239, F 5349 4548, P 9642 9857, T 6064 5439, Q 3855 6960;6;19;39;41;49;6-19-39-41-49;1;180759.0;304;664.7;13958;37.2;200528;3.0;3912801
2025-01-08;Mercredi;8;1;2025;14;34;38;24;26;8;14-24-26-34-38+8;0;5000000.0;4;43512.3;57;745.2;353;434.0;1811;50.5;15018;21.9;25796;9.9;213429;4.7;365589;2.2;10;20000.0;U 3753 4646, N 0335 1157, C 8480 9592, L 3728 2749, L 8905 8948, V 2200 6959, O 7957 9238, O 5101 6397, I 1027 4768, B 4010 2032;1;4;24;33;48;1-4-24-33-48;0;126382.0;196;676.6;9972;34.2;150510;3.0;4285586
2025-01-06;Lundi;6;1;2025;3;31;8;16;42;7;3-8-16-31-42+7;0;4000000.0;0;126052.1;64;2450.2;351;316.1;2286;29.0;14707;16.2;30661;6.0;194872;3.7;395525;2.2;10;20000.0;D 3901 5578, B 9053 4918, A 2592 6198, O 4698 2986, Q 6115 6980, F 3370 0745, M 2642 2949, N 2381 8075, H 0473 9202, A 8972 9275;12;13;17;23;34;12-13-17-23-34;1;107199.0;271;327.2;11829;19.2;156029;3.0;7325038
2025-01-04;Samedi;4;1;2025;17;20;9;19;29;2;9-17-19-20-29+2;0;3000000.0;1;253630.5;89;695.5;956;233.5;3341;39.9;35841;13.3;38193;9.7;401454;3.6;408353;2.2;10;20000.0;O 2360 4419, K 6508 9995, L 6624 7038, M 9340 0364, J 9844 7980, U 0546 7003, P 0515 8379, L 3079 0237, R 6251 3909, E 7173 4209;7;16;17;33;46;7-16-17-33-46;0;173725.0;287;613.5;14355;31.5;214321;3.0;3264351
2025-01-01;Mercredi;1;1;2025;8;11;2;25;21;4;2-8-11-21-25+4;0;2000000.0;2;72536.3;79;448.2;817;156.3;2533;30.1;23337;11.7;27206;7.8;250927;3.3;273201;2.2;10;20000.0;P 1562 9587, V 6132 1557, P 2284 7438, R 4914 6377, L 9413 4175, G 7409 2306, V 0798 2757, Q 0064 7695, U 5785 3081, G 9996 8884;5;30;39;45;47;5-30-39-45-47;0;100000.0;125;951.1;5688;53.7;95482;3.0;6776477
2024-12-30;Lundi;30;12;2024;13;31;29;1;21;10;1-13-21-29-31+10;0;2000000.0;5;28928.9;37;954.1;495;257.2;1497;50.8;18310;14.9;18192;11.7;213121;3.9;210341;2.2;10;20000.0;S 5959 3929, O 3831 5116, K 4632 9974, T 3533 2487, T 8168 9314, F 0554 2455, I 7463 5779, C 8659 2065, J 5444 5918, P 0414 5600;3;7;34;37;39;3-7-34-37-39;0;100508.0;139;805.2;7326;39.2;112024;3.0;7679054
2024-12-28;Samedi;28;12;2024;31;7;37;39;13;6;7-13-31-37-39+6;1;3000000.0;4;58487.6;52;1098.1;488;422.0;2122;57.9;22679;19.5;31602;10.9;320754;4.2;419562;2.2;10;20000.0;V 4991 7515, A 4962 4850, J 4194 3163, P 2448 5233, N 0291 7399, C 6790 9271, N 4060 8872, R 2521 7661, J 4782 3348, P 7579 0238;8;15;20;23;27;8-15-20-23-27;1;165513.0;595;234.4;20590;17.4;237853;3.0;2233542
2024-12-25;Mercredi;25;12;2024;46;6;22;44;13;8;6-13-22-44-46+8;0;2000000.0;1;140275.3;36;951.0;335;368.6;1670;44.1;15146;17.5;23084;8.9;204364;4.0;283519;2.2;10;20000.0;G 5676 6751, C 6646 4887, U 6919 9451, E 3739 1494, J 9574 6781, O 5995 5017, L 0091 6405, U 2214 7591, M 5633 9281, A 6026 9131;10;13;25;32;34;10-13-25-32-34;3;33334.0;167;585.8;8231;30.5;119927;3.0;2956639
2024-12-23;Lundi;23;12;2024;22;17;38;2;13;7;2-13-17-22-38+7;0;6000000.0;2;64172.7;69;454.0;385;293.4;3173;21.2;16719;14.5;36686;5.1;214893;3.4;390996;2.2;10;20000.0;L 5903 5689, I 3623 6283, J 7143 5177, N 2041 9576, U 8152 4385, G 2833 7198, M 9811 6718, Q 7481 0447, D 9951 9936, N 3469 8671;8;10;15;24;35;8-10-15-24-35;0;107713.0;240;399.4;11020;22.3;148706;3.0;2573204
2024-12-21;Samedi;21;12;2024;41;16;6;28;36;8;6-16-28-36-41+8;0;5000000.0;0;236148.4;62;4738.4;447;465.0;2343;53.0;19940;22.4;33566;10.3;286750;4.8;508894;2.2;10;20000.0;H 0693 8879, J 3147 0046, K 2558 3009, M 9208 5687, I 3248 8417, I 3143 2330, H 0148 9196, A 4800 0597, N 9615 8840, W 7198 7920;6;16;17;42;47;6-16-17-42-47;1;173861.0;241;767.0;12973;36.6;204193;3.0;8178583
2024-12-18;Mercredi;18;12;2024;8;27;26;46;14;2;8-14-26-27-46+2;0;4000000.0;3;60502.6;34;1302.9;328;487.1;1632;58.5;16925;20.3;23358;11.4;240154;4.4;298142;2.2;10;20000.0;R 4232 2992, T 1165 8288, O 0187 4323, A 4187 2336, Q 4163 6745, R 4012 3531, Q 7453 9793, F 6756 8677, P 7781 7157, W 7189 8604;9;26;31;33;40;9-26-31-33-40;0;124757.0;193;716.6;9252;38.4;139783;3.0;6845018
2024-12-16;Lundi;16;12;2024;43;5;26;36;6;3;5-6-26-36-43+3;0;3000000.0;1;135414.1;24;1377.1;195;611.3;1192;59.7;10539;24.3;20220;9.8;169241;4.6;298367;2.2;10;20000.0;G 5358 5927, G 9144 7524, U 8669 1845, I 5234 6344, E 3219 9016, N 4038 8888, K 3733 2040, K 7937 4970, A 0731 7038, S 9938 8004;2;27;28;41;43;2-27-28-41-43;1;104140.0;138;849.8;7063;42.7;114508;3.0;8953793
2024-12-14;Samedi;14;12;2024;30;22;44;40;24;7;22-24-30-40-44+7;0;2000000.0;0;196812.8;49;4996.9;344;503.6;2438;42.4;16868;22.0;42208;6.8;276279;4.1;642530;2.2;10;20000.0;Q 0394 4531, M 3107 0486, H 5729 4694, A 7825 3617, N 7747 6059, H 8197 7379, A 6127 2502, C 0294 5224, R 8481 9254, K 0592 3588;9;18;22;39;41;9-18-22-39-41;4;41078.0;344;491.7;13481;32.2;199576;3.0;8613977
2024-12-11;Mercredi;11;12;2024;28;24;8;43;19;6;8-19-24-28-43+6;0;2000000.0;1;167512.6;36;1135.7;448;329.1;1822;48.3;18201;17.4;24224;10.1;242613;4.0;288005;2.2;10;20000.0;R 1419 4371, F 6240 6824, D 4906 9632, B 3400 0268, G 1654 5482, W 7165 4320, U 7205 4555, E 2647 7759, H 6583 5349, P 2427 4904;18;19;29;31;39;18-19-29-31-39;0;117410.0;198;619.1;10078;31.2;140557;3.0;8364791
2024-12-09;Lundi;9;12;2024;38;5;9;25;6;6;5-6-9-25-38+6;1;10000000.0;2;82787.9;44;918.4;382;381.5;1910;45.6;18414;17.0;25833;9.4;247130;3.9;291493;2.2;10;20000.0;F 9630 7972, K 9836 8406, N 8665 7973, Q 1457 6509, E 4031 3544, P 6572 1034, I 5943 2993, A 5087 7482, D 8361 6188, I 1100 4476;7;16;34;35;40;7-16-34-35-40;0;115987.0;172;777.4;8016;42.8;123858;3.0;695332
2024-12-07;Samedi;7;12;2024;9;21;24;30;28;9;9-21-24-28-30+9;0;9000000.0;4;63385.1;94;658.3;794;281.1;3506;38.0;30426;15.7;44071;8.4;386496;3.8;488431;2.2;10;20000.0;T 5581 7201, J 5593 8673, Q 6287 2050, M 9454 9191, L 8331 4796, C 4504 7316, A 9058 1942, K 3719 5712, F 2956 1416, W 7153 4715;2;14;32;35;41;2-14-32-35-41;1;180166.0;281;772.8;11939;46.7;181110;3.0;5260600
2024-12-04;Mercredi;4;12;2024;40;21;7;34;3;1;3-7-21-34-40+1;0;8000000.0;2;99779.0;41;1187.9;421;417.2;1539;68.2;17888;21.1;21233;13.8;253072;4.5;273526;2.2;10;20000.0;V 2623 1047, L 1410 3441, P 6107 8932, E 5085 0641, Q 5897 7748, J 7806 2164, T 6836 4989, U 6296 9956, E 6598 0418, C 8875 3157;3;5;15;38;40;3-5-15-38-40;0;130804.0;203;675.1;10251;34.3;156045;3.0;4718976
2024-12-02;Lundi;2;12;2024;48;16;22;41;4;10;4-16-22-41-48+10;0;7000000.0;1;161192.3;13;3026.3;272;521.7;1132;74.9;12602;24.2;16969;13.9;188153;4.9;242072;2.2;10;20000.0;K 0564 7867, I 1454 4428, L 8599 6287, Q 3850 9855, W 7127 8586, P 4528 4435, M 1230 6367, C 4475 5319, O 3727 1981, A 3251 6691;2;18;21;22;43;2-18-21-22-43;1;110442.0;185;598.3;9492;29.9;137716;3.0;7956673
2024-11-30;Samedi;30;11;2024;21;4;10;38;19;1;4-10-19-21-38+1;0;6000000.0;0;263979.2;61;5383.7;757;306.9;2371;58.5;29210;17.1;30658;12.6;370615;4.1;366856;2.2;10;20000.0;G 8141 2044, Q 2083 2749, Q 2169 6055, T 0812 5812, N 6562 5413, N 2159 6113, V 6183 9106, W 7114 9196, F 3635 8169, N 4747 8431;1;22;35;38;41;1-22-35-38-41;1;174593.0;312;650.4;13195;39.5;184461;3.0;6067896
2024-11-27;Mercredi;27;11;2024;15;7;31;35;20;6;7-15-20-31-35+6;0;5000000.0;2;89093.4;67;649.1;899;174.4;1690;55.4;19069;17.6;23898;10.9;246884;4.2;311600;2.2;10;20000.0;D 7632 1970, A 6268 3556, T 2990 3187, L 1765 8509, R 5526 8097, V 3064 9440, C 4373 3480, C 4010 5638, D 5722 6930, I 7282 1551;9;23;31;33;38;9-23-31-33-38;0;123781.0;184;715.5;9278;36.4;145304;3.0;6576903
2024-11-25;Lundi;25;11;2024;13;7;37;49;3;5;3-7-13-37-49+5;0;4000000.0;6;21938.6;80;401.6;523;221.5;2064;33.5;18017;13.8;26334;7.3;210788;3.6;303875;2.2;10;20000.0;O 6524 5532, F 6677 2733, R 5949 1540, M 5342 3357, D 6059 3446, F 2486 9680, R 5994 7945, M 8106 9966, Q 7357 9106, G 9783 4797;1;2;14;30;42;1-2-14-30-42;0;101648.0;126;851.6;8058;34.2;120306;3.0;879476
2024-11-23;Samedi;23;11;2024;37;33;36;34;20;2;20-33-34-36-37+2;0;3000000.0;2;119371.2;34;1713.8;323;650.6;1384;90.7;13913;32.4;22559;15.5;225738;6.1;403341;2.2;10;20000.0;K 3076 8445, O 1234 5120, N 2490 1089, L 8096 6979, O 1666 9457, B 4687 7876, G 4716 3773, H 7828 4386, E 9276 0082, G 6089 1904;20;25;27;39;46;20-25-27-39-46;0;166104.0;271;701.2;11624;42.0;179091;3.0;6205538
2024-11-20;Mercredi;20;11;2024;35;37;45;48;27;5;27-35-37-45-48+5;0;2000000.0;2;74317.9;35;1036.5;211;620.1;1362;57.4;10425;26.9;19985;10.9;158538;5.4;365797;2.2;10;20000.0;H 8385 4247, K 1475 4733, G 2429 0615, E 8924 4119, L 4169 0880, I 7051 7825, T 3484 9160, G 1110 7993, U 9234 5753, L 6036 7133;4;9;15;27;42;4-9-15-27-42;1;114454.0;281;360.8;12324;21.1;158569;3.0;1242627
2024-11-18;Lundi;18;11;2024;17;12;3;8;6;9;3-6-8-12-17+9;1;2000000.0;10;13360.3;90;362.3;908;129.5;2680;26.2;25181;10.0;26035;7.5;248283;3.1;250782;2.2;10;20000.0;B 8822 7222, T 7469 8557, F 2671 7194, N 0091 0191, K 4408 7986, V 8119 2274, I 9250 8317, T 3838 5677, O 4341 2986, S 0583 1613;11;18;30;31;32;11-18-30-31-32;1;100000.0;179;557.6;8014;32.0;121664;3.0;1118900
2024-11-16;Samedi;16;11;2024;46;5;29;7;19;4;5-7-19-29-46+4;1;8000000.0;1;253099.9;96;643.4;813;274.0;3300;40.3;31977;14.9;42873;8.6;397822;3.7;499097;2.2;10;20000.0;U 4226 8091, F 7205 3131, P 0994 7025, G 8550 8608, Q 9041 5371, C 0238 4239, A 6276 4925, J 4581 7392, E 1609 9284, G 9357 6774;18;20;26;27;43;18-20-26-27-43;1;180299.0;312;587.2;15418;30.5;221840;3.0;9977750
2024-11-13;Mercredi;13;11;2024;9;12;32;39;13;10;9-12-13-32-39+10;0;7000000.0;2;97232.7;31;1531.1;391;437.8;1615;63.3;18214;20.2;24828;11.5;277776;4.0;309709;2.2;10;20000.0;S 5979 4548, O 2493 2323, Q 0286 9891, U 6854 6195, P 3885 4241, P 5364 4463, A 6749 5335, U 6327 2258, D 8305 7619, A 8097 5265;7;30;37;38;48;7-30-37-38-48;0;131705.0;192;779.1;9553;40.2;143305;3.0;7943680
2024-11-11;Lundi;11;11;2024;8;35;46;6;11;6;6-8-11-35-46+6;0;6000000.0;0;140402.6;36;4851.9;249;496.3;1577;46.8;13177;20.1;20762;9.9;188997;4.3;243767;2.2;10;20000.0;N 0871 1060, D 5130 0490, U 0552 6163, V 8184 2176, K 7077 8305, J 2050 1389, U 4746 4965, G 7479 1605, S 7833 2906, V 7067 5072;1;7;18;27;31;1-7-18-27-31;1;100000.0;336;233.4;12232;16.4;147204;3.0;2731535
2024-11-09;Samedi;9;11;2024;36;12;35;23;26;8;12-23-26-35-36+8;0;5000000.0;4;60557.6;67;882.4;454;469.6;2546;50.0;21212;21.6;37002;9.6;315566;4.4;502891;2.2;10;20000.0;L 1273 8475, G 9520 0859, U 3977 9538, D 6321 4417, H 6500 2531, O 6225 0889, K 9489 5448, Q 7565 7415, I 5841 2197, Q 7879 3151;5;23;31;33;34;5-23-31-33-34;1;176798.0;250;769.6;13038;37.9;202384;3.0;5824844
2024-11-06;Mercredi;6;11;2024;26;8;23;15;6;5;6-8-15-23-26+5;0;4000000.0;3;55155.0;85;475.1;689;211.4;3227;26.9;23700;13.2;36168;6.7;276228;3.4;377573;2.2;10;20000.0;V 6850 1706, D 0909 9126, A 5754 7785, O 3737 6225, H 3123 2060, R 7492 4258, R 7201 1288, T 6412 5166, O 7176 0306, B 4222 6260;5;21;30;46;47;5-21-30-46-47;0;124487.0;169;825.3;8774;40.8;137745;3.0;494324
2024-11-04;Lundi;4;11;2024;17;15;16;39;35;2;15-16-17-35-39+2;0;3000000.0;0;145517.1;12;15086.1;168;762.5;972;78.7;9309;29.5;15491;13.8;163360;5.1;241319;2.2;10;20000.0;V 6970 1156, C 2166 4011, H 8245 6926, E 6641 0552, B 8127 1634, P 8219 1852, I 7200 1514, A 0774 5538, M 9075 0720, N 7902 1500;14;21;30;32;45;14-21-30-32-45;2;51562.0;161;732.0;7237;41.8;111336;3.0;1158792
2024-11-02;Samedi;2;11;2024;31;49;43;21;1;6;1-21-31-43-49+6;0;2000000.0;0;221982.5;41;6735.6;333;586.8;1739;67.1;17081;24.6;25631;12.7;258373;5.0;395500;2.2;10;20000.0;Q 7105 6104, V 6295 4305, B 6466 7216, E 7893 7717, D 5504 4367, V 8205 3951, O 3976 4097, O 7422 1405, R 0887 9065, C 4497 7637;14;15;24;32;33;14-15-24-32-33;3;51899.0;222;755.5;11486;37.5;180282;3.0;6469229
2024-10-30;Mercredi;30;10;2024;4;44;10;29;8;1;4-8-10-29-44+1;0;3000000.0;3;57811.8;48;881.9;495;308.4;1613;56.5;20340;16.1;19960;12.7;250567;4.0;233655;2.2;10;20000.0;P 8972 4194, F 5190 7931, M 8637 9771, J 8155 7642, B 3319 3307, I 4268 3440, U 4802 0399, J 6389 8339, F 1108 8923, U 4750 0559;7;21;23;29;35;7-21-23-29-35;2;57264.0;235;449.5;11463;23.6;153717;3.0;9054170
2024-10-28;Lundi;28;10;2024;21;39;43;9;41;3;9-21-39-41-43+3;0;2000000.0;1;127359.4;18;1726.9;202;555.0;1135;59.0;9211;26.1;16877;11.1;141839;5.2;268036;2.2;10;20000.0;P 0280 1014, O 2628 0405, R 5972 8388, G 9288 5216, V 0349 8308, U 1287 1871, G 6860 8147, J 0764 4040, D 2143 5958, G 2834 5284;16;20;26;34;40;16-20-26-34-40;1;100000.0;157;709.9;6583;43.5;102630;3.0;8746248
2024-10-26;Samedi;26;10;2024;9;17;30;20;11;8;9-11-17-20-30+8;1;3000000.0;6;36975.8;134;404.1;1128;173.1;3789;30.8;34592;12.1;42254;7.7;377329;3.4;447179;2.2;10;20000.0;V 7469 2079, U 0053 8572, M 3608 9585, Q 3977 9721, L 9188 6341, T 0493 9639, R 3117 1114, L 5898 2606, C 3642 0784, Q 1143 7876;3;6;8;30;35;3-6-8-30-35;3;53665.0;311;488.2;15293;25.5;212083;3.0;1295431
2024-10-23;Mercredi;23;10;2024;27;1;34;44;40;2;1-27-34-40-44+2;0;2000000.0;1;167615.1;15;2727.3;210;702.6;1012;87.1;10467;30.3;16095;15.3;175676;5.5;274009;2.2;10;20000.0;E 4596 9023, P 3436 0380, I 2425 3428, Q 7284 6791, L 2526 3056, S 5565 9130, H 7731 9475, H 6801 7180, I 0027 2977, D 6448 7109;17;24;27;35;45;17-24-27-35-45;0;114879.0;211;568.5;9507;32.4;137523;3.0;4410058
2024-10-21;Lundi;21;10;2024;7;34;19;15;11;7;7-11-15-19-34+7;2;8500000.0;3;50512.7;104;355.6;549;242.9;3878;20.5;21991;13.0;45965;4.8;271399;3.2;442269;2.2;10;20000.0;B 2456 5306, K 4642 9306, W 6989 9980, N 6715 5056, R 0521 3486, P 7642 9473, R 6515 4794, T 2390 4107, F 3563 2614, A 4880 5986;4;5;21;28;34;4-5-21-28-34;0;120065.0;185;623.8;10417;28.4;155595;3.0;8221911
2024-10-19;Samedi;19;10;2024;10;2;44;46;45;5;2-10-44-45-46+5;0;16000000.0;1;264378.7;31;2081.5;463;502.6;2381;58.1;19823;25.1;39603;9.7;317204;4.8;622231;2.2;10;20000.0;G 7527 3960, T 4047 7039, M 4731 6124, K 2715 4014, J 5279 5608, U 2038 5510, K 5587 7170, A 1029 3298, T 3197 2974, E 2443 6850;3;19;24;30;33;3-19-24-30-33;0;193502.0;398;445.7;18892;24.2;257639;3.0;2875302
2024-10-16;Mercredi;16;10;2024;1;25;48;21;35;3;1-21-25-35-48+3;0;15000000.0;0;197477.0;32;7677.3;297;581.4;1692;61.2;15316;24.2;27624;10.4;238506;4.8;426218;2.2;10;20000.0;R 6824 5401, T 0234 6536, C 4158 1082, H 0834 7671, M 3838 6896, V 8128 3430, T 3885 1943, V 3720 8141, N 8852 0786, J 0443 6024;7;18;35;37;42;7-18-35-37-42;1;140568.0;275;547.7;10990;35.5;160227;3.0;5154795
2024-10-14;Lundi;14;10;2024;42;18;47;41;20;2;18-20-41-42-47+2;0;14000000.0;0;177203.1;24;9185.5;191;816.7;1188;78.0;11640;28.7;19529;13.3;190138;5.4;303749;2.2;10;20000.0;F 1722 1601, N 7272 1751, G 9658 2949, I 9188 0563, S 6357 8291, H 1925 4225, S 0048 3093, M 9609 0351, N 4637 9085, P 6352 7270;3;36;40;44;48;3-36-40-44-48;0;121320.0;211;696.9;7866;48.3;118821;3.0;5643540
2024-10-12;Samedi;12;10;2024;35;33;43;6;37;6;6-33-35-37-43+6;0;13000000.0;1;290548.3;44;1611.7;422;603.2;2103;72.4;20063;27.2;32841;12.9;302381;5.5;520801;2.2;10;20000.0;A 7285 1357, R 5321 6888, K 8854 5966, D 0300 3000, R 3184 9961, C 1940 6042, L 0517 4399, R 1456 4975, W 6919 7604, W 6928 3502;1;8;31;32;42;1-8-31-32-42;2;98857.0;273;802.5;13582;41.3;219649;3.0;6814420
2024-10-09;Mercredi;9;10;2024;5;26;22;31;33;7;5-22-26-31-33+7;0;12000000.0;1;171615.0;66;634.6;399;374.8;3215;27.9;20316;15.9;43031;5.8;263126;3.7;541479;2.2;10;20000.0;D 0567 3909, F 9968 9580, V 3031 9243, D 5572 4791, J 8946 7699, F 8737 7736, S 3396 5745, I 8756 3768, O 9418 9290, M 9113 1052;16;17;22;30;45;16-17-22-30-45;0;139686.0;251;566.1;11655;31.4;169342;3.0;9000502
2024-10-07;Lundi;7;10;2024;49;26;5;7;1;8;1-5-7-26-49+8;0;11000000.0;3;56347.9;66;625.1;626;237.3;2464;36.0;22940;13.9;29038;8.5;267275;3.6;335288;2.2;10;20000.0;D 4039 9006, S 7281 4355, H 1820 9269, J 7026 5208, S 8463 0483, J 1402 0259, P 5567 6299, F 2819 5513, Q 4187 6229, U 5878 9004;9;18;22;37;49;9-18-22-37-49;2;60433.0;248;481.4;11026;27.7;152151;3.0;4967629
2024-10-05;Samedi;5;10;2024;30;16;7;13;43;6;7-13-16-30-43+6;0;10000000.0;3;94131.8;53;1300.4;734;336.8;3032;48.9;31895;16.7;40391;10.2;419996;3.9;488784;2.2;10;20000.0;K 6650 1559, T 1219 1109, K 2176 4733, M 2881 4227, Q 8374 8536, J 4330 9744, E 9674 6666, E 2096 7672, K 1074 7931, L 3415 9102;2;11;34;39;48;2-11-34-39-48;2;96686.0;279;790.7;12957;43.7;206218;3.0;8876489
2024-10-02;Mercredi;2;10;2024;2;10;4;49;12;9;2-4-10-12-49+9;0;9000000.0;5;39174.4;83;575.9;829;206.7;2950;34.7;27743;13.3;33497;8.5;313592;3.6;366325;2.2;10;20000.0;I 0739 6625, E 3909 9414, U 0079 5202, V 7957 2851, O 8564 6483, S 5325 1099, G 4938 9143, S 8485 3439, B 0034 1823, N 9924 3548;1;3;8;36;44;1-3-8-36-44;1;136515.0;224;628.3;10991;32.7;164632;3.0;8577434
2024-09-30;Lundi;30;9;2024;1;33;49;24;17;9;1-17-24-33-49+9;0;8000000.0;3;51595.3;47;803.8;454;298.8;1680;48.2;15486;18.8;22082;10.2;204318;4.4;293568;2.2;10;20000.0;F 9874 2449, J 2469 8811, H 7648 4491, A 6537 4448, L 3017 9931, Q 4054 0829, H 1222 2166, M 9212 7385, N 2764 8437, L 2614 5302;3;9;18;24;38;3-9-18-24-38;3;37037.0;326;294.3;12298;20.0;155642;3.0;611026
2024-09-28;Samedi;28;9;2024;47;39;4;42;45;1;4-39-42-45-47+1;0;7000000.0;0;273759.1;22;15480.7;320;753.1;1504;95.3;16873;30.6;23052;17.4;266668;5.9;389069;2.2;10;20000.0;L 8968 5610, A 2425 0657, T 6007 8174, U 3040 6590, V 3965 6797, U 2840 1921, B 8453 4348, A 4191 1915, H 0910 9832, O 0082 9518;4;19;39;40;48;4-19-39-40-48;0;180850.0;233;890.5;12163;44.0;191303;3.0;541198
2024-09-25;Mercredi;25;9;2024;5;25;10;6;1;9;1-5-6-10-25+9;0;6000000.0;7;25025.7;91;469.8;992;155.1;3052;30.0;30091;10.9;31171;8.2;300614;3.3;324075;2.2;10;20000.0;E 5037 1648, M 9257 1688, A 9344 0562, U 4000 3024, I 6211 2629, Q 4112 5678, L 4937 3173, U 7605 7086, N 5168 3371, G 4491 5661;3;6;7;21;46;3-6-7-21-46;3;40721.0;265;401.0;13114;20.7;170888;3.0;3928560
2024-09-23;Lundi;23;9;2024;9;40;28;27;7;6;7-9-27-28-40+6;0;5000000.0;1;146478.5;18;1986.2;318;405.5;1419;54.1;16292;16.9;21579;9.9;227295;3.7;254855;2.2;10;20000.0;A 7426 9645, U 6164 6209, T 8651 3219, D 8781 3036, F 4488 3911, L 5461 6278, U 7021 3261, M 0843 3992, G 8758 4685, F 3066 7643;3;9;21;25;40;3-9-21-25-40;5;20747.0;218;441.1;10551;23.4;137680;3.0;2181961
2024-09-21;Samedi;21;9;2024;32;30;4;2;19;9;2-4-19-30-32+9;0;4000000.0;3;78765.4;50;1153.4;485;427.1;2342;52.9;22020;20.2;34969;9.9;317360;4.3;461193;2.2;10;20000.0;O 4901 3125, M 6767 7608, B 0186 1673, U 5334 2930, E 2343 4699, C 1969 6703, L 5691 2941, G 5935 1889, B 1665 3583, P 7476 7260;10;15;17;26;39;10-15-17-26-39;2;84493.0;354;463.4;15345;27.5;214673;3.0;7369285
2024-09-18;Mercredi;18;9;2024;2;44;42;47;23;5;2-23-42-44-47+5;0;3000000.0;1;160289.7;20;1862.9;230;608.2;1503;55.9;12074;25.0;23265;10.1;190758;4.8;384239;2.2;10;20000.0;B 0079 7683, T 3747 4569, V 3942 2535, U 9960 1541, N 2038 3160, I 0321 1664, U 3802 5266, V 5092 3186, A 5903 1351, G 0236 7904;1;11;21;22;27;1-11-21-22-27;0;121724.0;335;290.7;14626;17.2;179383;3.0;3577291
2024-09-16;Lundi;16;9;2024;27;31;48;30;17;8;17-27-30-31-48+8;0;2000000.0;1;137134.4;21;1593.8;258;467.9;1360;53.0;11860;21.8;20410;9.8;178098;4.4;278067;2.2;10;20000.0;G 7478 8856, J 8046 7365, B 3114 4967, B 8138 5675, U 7053 8104, U 4168 6855, S 3578 3624, O 6880 9196, L 3563 5043, C 7013 4938;9;21;26;40;41;9-21-26-40-41;1;102621.0;146;778.7;7325;39.7;114720;3.0;80770
